Group	Words
521	anuntiationis anunciationis
522	excomunicari excommunicari
523	eastreweardan easteweardan
524	celebrationi celebrationis
525	walingeforde wallingeforde
526	benediccione benediccionem
527	uicecomitibus uicecomitibis vicecomitibus
528	districtionis districtioris districtioni
529	infangenestef infangenetef
530	conuetrensis conuentrensis
531	reclamationem reclamatione
532	disceptacione disceptatione
533	intelligentes inteligentes
534	presumpserunt presumpserint
535	condonationem condonatione
536	uuentoniensis uuintoniensis
537	suficientibus subicientibus
538	superscripta superscriptas
539	constituendam constituendas constituendum
540	munificenciam munificencia munificentiam
541	inpresionibus impresionibus
542	sollempnitate solempnitate
543	hrofeceastre hrofeceastere hrofesceastre
544	legrecestria legrecestriam
545	infrascriptam infrascriptas
546	lincoliensem lincolniensem
547	commorantibus comorantibus
548	propinquiorem propinquiores propinquiore propinquiorum
549	dispensatori dispensatoris
550	affirmationis affirmationi
551	lodderawyllon loddrawyllon
552	dydylingetune dydylingtune
553	lincolnscira lincolnescira
554	restitutione restitutionem
555	sepenominatum sepenominatam
556	arcebiscopes arcebisceopes
557	inestimabilia inestimabili inestimabilis
558	testificandam testificandum testificanda
559	ministraturus ministraturis ministraturos ministraturum
560	prothoplastus prothoplastum protoplastus
561	consentientes consentiente consentientis
562	ciscestriensi cicestriensi
563	fearresheafde farresheafde
564	eadwardestune eadwardestuna eadwardestun
565	hardingeswede hardingeswed
566	precedentium praecedentium
567	seolforhiltes seolforhilted
568	couentriensem couentrensem
569	priuilegiatas priuilegiata priuilegiatis
570	destructione destructionem
571	ministraturo ministraturos
572	gloriosisimi gloriosissimi
573	conquestionem conquestione
574	temptauerint atemptauerint
575	uniuersitatis uniuersitati universitatis vniuersitatis
576	uicisitudine uicissitudine
577	elemosinaria elemosinariam
578	predestinatus predestinatum
579	adminiculante aminiculante amminiculante
580	interdiccione interdictione
581	dunolmensibus dunelmensibus
582	mesnilhermer meisnilhermer
583	machinatione machinationem
584	dcccclxxiiii dcccclxxviiii dcccclxxxiiii
585	acquisitionis adquisitionis
586	deliberauimus deliberabimus
587	idempnitatem indempnitatem
588	forisfacturi forisfacturis
589	windeleshore windeleshores
590	cisterciensis cisterciencis cisterciensi
591	easteweardere easteweardre
592	strutheardes struthgeardes
593	commutationem commutacionem commutatione commotationem comutationem
594	restitueretur destitueretur
595	aquietabimus acquietabimus adquietabimus
596	genitricisque genitricique genetricisque
597	diffinitionem difinitionem diffinicionem
598	composicionis compositionis
599	preceptionis praeceptionis
600	conseruatores conservatores
601	supplicatione suplicatione
602	conscribendo conscribendos
603	predecesoris predecessoris
604	aniuersarium anniuersarium
605	croylandensi croylandensis
606	solicitudine solicitudinem solicitudines sollicitudine
607	infangenþeof infangeneþeof
608	intelligantur intelliguntur inteligantur intelligatur
609	elemosinarius elemosinarium
610	wuestewearden westewearden
611	glastingburi glastingaburi
612	eleemosinarum elemosinarum
613	benedictionis benedictiones
614	maledictionum maledictionem
615	medeshamsted medeshamstede medeshamsteed
616	consanguineis consanguinei consanguineos consanguineus
617	defendentibus dependentibus
618	suggincgwyrþe suggincgwyrðe
619	edificauimus cedificauimus
620	restructionem restructione destructionem
621	transmittimus transmitimus
622	institutionis institutioni institutiones
623	aumodesbiriam aumodesbiria
624	districtionem districtione
625	sepenominata sepenominatam
626	solempnitatis solemnitatis
627	dispensatione dispensacione dispensationi
628	cantuariensem cantuarienses
629	mundbirdnesse mundbyrdnesse
630	depraedatione depredatione
631	ineffabileque ineffabilique
632	bridelingtona bridelington bridelintona bridlingtona
633	subtronizato subthronizato
634	perpetuitate perpetuitatem
635	corroborantes corroborante
636	dispositionem disposicionem disposationem dispositione
637	haereditaria haereditariae
638	dampsilitatis dapsilitatis
639	nobiliacensi nobiliacensis
640	uenerabilibus venerabilibus
641	comprehendant comprehendat
642	wandregisilem wandregisilum
643	seresburiensi saresburiensi seresberiensi
644	praetitulatum pretitulatum
645	glocestrensis glecestrensis
646	postulationes postulatione
647	hereditariis haereditariis
648	instructione instructionem
649	maldumesburg maeldumesburg
650	beniuolentiam beniuolenciam beniuolentia benivolentiam beneuolentiam
651	warantizanda warantizandam
652	lincolnescire lincolescire lincolnescira lincolnscire lincolneshire
653	adquisiciones adquisitiones
654	presumptionem presumptione presumpcionem
655	hospitalariis hospitalarii hospitalarios hospitilariis
656	deorlafestune deorlafestun
657	præsumptuosus presumptuosus
658	oxinefordensi oxenefordensi
659	inenarrabili inenarrabilis
660	maledictioni maledictionis
661	uniuersitatem uniuersitate universitatem
662	desiderabilia desiderabili
663	constituentur constituantur constituuntur
664	uuiltoniensis uuintoniensis
665	conditionibus condicionibus
666	negligentibus negligentius
667	infongenetef infongkenetef infongeneteof
668	nortamtescire nortamtescira
669	incubantibus incumbantibus
670	inscriptionem inscriptione inscripcionem
671	infangeneþef infangeneþeof
672	subscriptorum subscriptarum
673	fontanelense fontanelensem
674	monasteriolum monasteriorum
675	disposicione disposicionem
676	obtemperantem obtemperantes
677	almodesberia almodesberiam
678	uuintaniensis uuintanensis uintaniensis uuintoniensis
679	coroborandam corroborandam
680	circumscripto circumscripta
681	indeficientia indeficientis
682	intercesores intercessores
683	controversiam controuersiam
684	lincolniensi lincolniensis
685	bardulfiuila bardulfiuilam
686	satisfecerit satisfecerint
687	apendentibus appendentibus
688	dissolucionis dissolutionis
689	glastoniensi glastoniensis
690	monawurthiges monawurthige
691	incolumitate incolumitatem
692	indignatione indignationem
693	archidiaconus arcidiaconus
694	anuntiatione anuntiationem
695	quadragesimum quadragesimam
696	staffordscire stæffordscire
697	attestantibus atestantibus
698	beneficentie beneficientie
699	scirbernensis scirburnensis
700	cumerantreuwe cumerantreowe
701	nominatissima nominatissimo
702	manutenentiam manutenentium
703	translationem translatione
704	salopesberia salopesberiam
705	abbandunensi abbandunensie abbandunensis
706	distribuendas distribuenda distribuendam
707	norþeuueardan norþeuuerdan
708	archimandrita archimandritæ
709	infangenetefe infangeneteue infangenetef
710	circumgyratur circumgiratur
711	herefordshire herefordscire
712	repraesentent repraesentant
713	prosperitati prosperitatis
714	herefordense herefordensem
715	consuetudines consuetudine consuetudinem consuetudinis
716	concupiscamus concupiscimus
717	presumpserit praesumpserit presumpserint
718	giddingforda giddincgforda
719	wintaceastre wintanceastre
720	constringatur constringitur
721	weogerecæstre weogrecæstre
722	nefandissimos nefandissimo nefandissimis
723	glestoniensis glastoniensis
724	suggingwyrðe suggincgwyrðe
725	significandam significandum
726	wandregisilis wandregisilus wandregisili
727	herefortsira herefortscira
728	examinatione examinationem
729	inquietudines inquietudine inquietudinem
730	constipulatu constipulatur
731	doroverensis dorovernensis
732	incarnacionem incarnacione incarnationem
733	hwathamstede hwaethamstede
734	cirencestriam cirencestria
735	edificatione aedificatione edificationem
736	procuratione procurationem
737	beuerlacensis beuerlacensi
738	sumonitionem submonitionem
739	guarantizabit guarentizabit
740	uuintoniensi uuintoniensis
741	benedictionem benedictiones benediccionem benedictione
742	testificatur testificantur
743	solemnitatem solempnitatem
744	acquiescentes adquiescentes
745	transferandam transferendam
746	almodesburiam almodesberiam
747	forisfacturas foresfacturas forisfactura forisfacturam forisfacturis
748	retributionem retribucionem
749	cristianorum christianorum
750	consanguineum consanguineus
751	incarnatiione incarnatione
752	ministraturi ministraturis
753	consolationis consolacionis
754	pitelingeheg pitelingehege
755	examinationis examinacionis
756	frustratoria frustratoriam
757	infestationes infestatione
758	liberalitate liberalitatem
759	pantocratonis pantocratoris
760	abbendunensis abbandunensis abbendunensi abbendonensis
761	cæorlesweorþe cæorlesweorþæ
762	nætelingeweg nætelingewege
763	vniuscuiusque uniuscuiusque
764	sunderfreols sunderfreolse
765	imunitatibus inmunitatibus immunitatibus
766	descriptione descriptionem
767	bedefordscire bedefordscira
768	prenominatus praenominatus
769	transferente transferentes
770	infogheneteof infoghenteof
